requestId,owner,amountOfEEth_wei,amountOfEEth_ether,shareOfEEth_wei,isValid,owner_is_contract
35914,0x2890f641E5225278eBbFefa9387B8d9a5152d638,182457448018528884,0.182457,174522050926597527,True,False
35994,0x7cF33C1B0C860ab096a577fe535Be4BC1D44726d,203749521496327878,0.203750,194867826573245084,True,False
36132,0x40440A04f8b7D8BB07A4e19B3a0542efA2Da1692,10169580128741549,0.010170,9725568163832521,True,False
36346,0x58B2249ef6BE2bD57207a0343058eC37F981CF9e,26319690288971984,0.026320,25168575400069052,True,False
36418,0xFaa4a795a3CA2975e5f1Db11f08d458d218F5F89,113138783244693968,0.113139,108187768697230505,True,False
36428,0x637e6C24a5b9Fe606c0C49a13E33e70aF2257f52,1014322459706174433,1.014322,969935158466042775,True,False
36429,0xE020fCA25b9baf0F4E4AeD457A80C65D04d7dF79,3256702872088713611,3.256703,3114187787216316854,True,False
36478,0xd9E4F5100C15C35059d8972BCd992685203AA335,62206153743853700,0.062206,59482695952686057,True,False
36489,0xdC4bA2e711b285E34Bb4575e2136883A38e37F7C,10046899698524145,0.010047,9606833223629543,True,False
36718,0xd13528dd9FE9d131635F781a0385a71112BaD7CD,16980501188223929,0.016981,16234162554470884,True,False
36745,0x9aEa6253559DD28a8E8ED15f7Bde3eE817380b8C,115455386407300689,0.115455,110378952967666651,True,False
36762,0xB2912C85DB36E55FAB4D9a06AD7Bd033c96e9745,402124617830335525,0.402125,384442025401420046,True,False
36811,0xf8566aFEEB47AB38a220C92b611Ea1f7F63e9f34,100940895898837311,0.100941,96499999999999999,True,False
36832,0x65f7A3B8C4444939B243E67e571C92B32B9a1a6b,100228474811361212,0.100228,95816784047004966,True,False
36861,0x635A744D25Eaa43230DD9B25D3161A4251479101,43855663216212758,0.043856,41925297372176663,True,False
36881,0x4D29D2eE3B039c51690e830d8a4ade0d4d03DDbe,9835809070838274,0.009836,9402641124585140,True,True
36907,0xFa5e3E143e0B8c57E1d7743197B09F10C2DbD132,22009210882232532,0.022009,21039927663348712,True,False
36956,0xa66941D8b3bf2526666A68Ce031B4800828c3898,365358209597569261,0.365358,349252867089366830,True,False
36959,0x9A89001Fbc13aea4Ff006f651B52987d2FEB74B9,202958055527692842,0.202958,194011468553028600,True,False
36980,0x0B4b2b85E8B2F2f715E935cd355b612DBC234dc0,100000000000000000,0.100000,95589345499620456,True,False
36984,0xAdeDf943d5d7d1506A6d3009a75F1eFD8a4EDAE5,10123722418455542139,10.123722,9677199999999999999,True,False
37006,0xEa53a3A9d150CDB570353a85Bb3f434ebDbD7384,275127603229033417,0.275128,262986541207416653,True,False
37007,0x329e6E0164231ba902664cBa532bB2E68dBba890,101179330317657638,0.101179,96714403824368946,True,False
37047,0xFE759682a70f84877a2143Db9411347c12C9c46e,90156210953738660,0.090156,86175896828510137,True,False
37099,0x36dBB7cA16C71Cc1c31F0b71Cf7C2621238F12B3,10152486532659311,0.010152,9704263552515751,True,False
37183,0xb849E312ed22407B0Da7DFaD1cA91D7FcA4b30e3,101830266327397396,0.101830,97326116211525921,True,False
37184,0xB0042DC156455FFe25d3d97CB82578c9b90271d4,15224258618097979,0.015224,14550860141477144,True,False
37221,0x01C2f6E624E5B29b5DfB83871afc2B7961510Aa4,1009089104801783876,1.009089,964433535860493064,True,True
37271,0x434607C3366893a94266F16369C32c97BEC6ee00,200422753910574583,0.200423,191549407889281076,True,False
37293,0x2FcEE421E8Fe1cAfCB1f745d2088d0efE832D779,109111729631954282,0.109112,104281010000000000,True,False
37306,0x2eF8BA752fAa29Cb69C34f381BaF79beFdf7B1a2,20134355767142725,0.020134,19242534700398103,True,False
37317,0xe0835670cea75A0A22Aa31498a647233EC337872,2043239166861566904,2.043239,1952736954897152792,True,False
37329,0x1Ce900d0c7F1e48a0b44d89847Ac63Dc9D8d6982,119987220939207384,0.119987,114672567090269660,True,True
37374,0x8400b8638fd0dA0AFe2baAc460Ba094A0E049942,212836992716063708,0.212837,203403418530261363,True,False
37417,0xDda9680Fd4d944C71F46bfBCaFC24365a78bDB71,16149609246565626,0.016150,15433356630674712,True,False
37484,0xE3894C6eFA86216b7d708128175F065D7eA7FFbE,28271408422093846,0.028271,27016547180952615,True,False
37487,0xB2c279d353fc52956B1bFF46b4b304B2D9a3A76A,10122307010842309,0.010122,9673015962119331,True,False
37601,0x32cd8a37e2A05dc8C9308D1803C6bd4ab9735465,116765764934290473,0.116766,111574616474505876,True,False
37629,0x37EA4A9E7DDB024AfA3303986Fd943cb30C48f7B,1069863937895191749,1.069864,1022278430356940436,True,False
37631,0x877e216E47b15884437F166600E8471b4c840d11,1069863937895191749,1.069864,1022278430356940436,True,False
37757,0x04Dd6fcaba880E64D5a50cE50664a950C3c7defd,1028091681558078277,1.028092,982282384547084784,True,False
37758,0xc772F21513aD10d8E2D01206399a5360cb3fC8a6,10112949355368130,0.010113,9662340612016457,True,False
37767,0x1cB9f999C80fC20a4f7743E619e6C0BB6a4104c5,42999999999999998,0.043000,41084023237609042,True,False
37777,0x24515f1FA32F6f863A6bd3A7366A39C85E7ddd27,300866825594441399,0.300867,287455769077432966,True,False
37855,0x3C821F0b2a0f5aD70d5f04700053b4FE5858eaeE,113993939545725915,0.113994,108905540852586784,True,True
37887,0x3Ed55dC4b3226212509Ef8F6559f7b16658fCDAd,46447582363951207,0.046448,44373300796170752,True,False
37899,0xF7184bBed1b1820eB6bcABecD301edBD06b5AdbA,77422393525548103,0.077422,73964821879189809,True,False
37964,0x813D1eac9054Ed81CA53DDd9f358bcb50f6A96C6,2336420325044305809,2.336420,2232027734782681693,True,False
37989,0x8141BC63a607AAcEEa5A502DCaDEE4f6F7127Dd7,10000000000000000,0.010000,9552937147348130,True,True
37990,0xeFFdfA2f5835eD6f0D795b3d3083EdcEe59ccE4C,133224849073455463,0.133225,127268860966366079,True,True
38035,0xd3326FB423050F295C32380DA947206271C8E45E,101872535949372934,0.101873,97314041857465585,True,False
38063,0x2986eFB0c7A8E98D8DDeE987e3Af73aD071f4D78,506639307516312074,0.506639,483956213061162181,True,False
38075,0xAFa0D0CdDE4197a33dbDFDC26E5C40ED319efCF3,25119477185179498,0.025119,23994835916327566,True,False
38078,0x37bEE393fbA0DcBD77f1DCad57da3Ec30fe75258,202509579227981821,0.202510,193442884548842509,True,False
38087,0x0d4B9C47702Ddcbb50A22c0D368B664B5fa632D0,107017094708873624,0.107017,102223614682087907,True,False
38088,0x5C75e1a7ECFC410b2343352135E017aea8aA6666,167203947348642618,0.167204,159714594510240519,True,False
38089,0x62d2767247b8F37E4D9cC76f768F348a11e2D5E2,1116010460413313988,1.116010,1066022429377450175,True,False
38160,0xa03Cf1A7632DA1aE03b7FE66D03b20953EF3D401,66950000000000,0.000067,63946685230356,True,False
38169,0xAFE0F91f2837A7d8738A14463fF8F77E8dE4b9DE,17380725321372733,0.017381,16600693198608929,True,True
38182,0x91E82C0018525583Cd7046E726AFBe1cAC131426,1011882214932839384,1.011882,966469804489276694,True,True
38195,0x4df235082ec751f772337C5C17B5Fc5E261a0eFE,101252316778613132,0.101252,96705691605711160,True,False
38242,0x7B33D3534be8c3D8c57646E90425C398E1582Edb,95304275906667219,0.095304,91022103855792428,True,False
38251,0x72F70a4853a68a065719F12da02d1B1eba34DeF4,1011794025257913714,1.011794,966312307088298661,True,False
38257,0xa03Cf1A7632DA1aE03b7FE66D03b20953EF3D401,66950000000000,0.000067,63940493168133,True,False
38311,0xcCa7A4AC10ac4ce410804ae1506F0ba4d706c225,9951122075277286,0.009951,9503543385814695,True,False
38350,0x522818A513B404D03C615172204Fd8558E7E0cb9,376172864378137353,0.376173,359245679312472137,True,False
38388,0x0431023d912F4e1b2fb3bE05f2FC80e2E226C31b,2023479519724285622,2.023480,1932384534728567458,True,False
38562,0x39cEEE957edcA7349Dffb1AF1C54A65Fa877aBCD,5099614425176329067,5.099614,4869403302013624051,True,False
38582,0xC6491D4E5873d0C9Bf81087b90F095c848F106E9,100000000000000000,0.100000,95485715115515914,True,False
38726,0x50d63b1352f7e1DE49D2b9782eCD9463721353F3,103697329558984001,0.103697,99001453435699686,True,False
38806,0xB1A6c485E21B0e2d5415F35fe3602a7966f3A603,15128583464795867010,15.128583,14442498665777620638,True,False
38811,0x74FdA07bE0C9F25d5643760d05BaAb06DE397760,121360387727972671,0.121360,115853839915342829,True,False
38835,0xBcf2240619955470FAEAC44294781461d190fCdB,505617255844995759,0.505617,482675621870968619,True,True
38878,0xedfADfFd31adADb5F8A5AfF4f9224Aa696E375cd,526630680126262742,0.526631,502709847310284260,True,False
38909,0x4232be5337fF21105225348750eC261A9d7B3C7f,100314397864610258,0.100314,95755680577478976,True,True
38918,0x093612aFF73e44CC60bF90bE6bcE2bf78359ceDe,396320339909808906,0.396320,378302698336519887,True,False
38927,0x6a18D163e613E84231a0206E289369d66edc0405,10158217765566699,0.010158,9696401632776115,True,True
38974,0x6A8Ff9112F92f94cC27C790120bfa4445A69de1D,10000708057203691,0.010001,9545557030279543,True,False
38988,0x465F4d1B1D2ce96C3b2C622F571349a98A5D7B1D,517239047473412735,0.517239,493684553294337626,True,False
38991,0xC4c0994111dC3D327DaB7Ff76340e0eCC401dd51,11670726091813441,0.011671,11139254132884566,True,False
39006,0x9f5dAb41BfFeD15D39DBf1F1c3DA22e3318d891B,10099173566989964,0.010099,9639055441460233,True,False
39063,0x551B21dd921e48c1639a8b33D0B56908FF274026,10437067179565015,0.010437,9960847106309109,True,False
39077,0xc20F82eB0140a92c300791496F30f8B7E00AdcB2,10000000000000000,0.010000,9543722326336742,True,False
39103,0x5453128D30BB094f8F067116dB29b64Dc3e67a43,120954048660944798,0.120954,115432703622936525,True,False
39111,0x5541a76398948b3C67b134f33b7C359D30552120,7016999527364964422,7.017000,6696685524228723225,True,False
39136,0xdEF971E3799D9A0E282a422B0DD1F0369cDBD337,509139810071881830,0.509140,485872611102466566,True,False
39186,0x60FD0f418303C5cf3dDc1edb547613c77E8AE83B,101343879220045894,0.101344,96710526583106238,True,False
39206,0x0427aCdB3a40cAA60FC985fC6C6f87cFa28f023a,57921744171514820,0.057922,55272147894880309,True,True
39306,0x9C26490EdF77382929a7cd14497FFD7459Fab78C,101130746664766750,0.101131,96499473178221904,True,False
39542,0x98B83e91D89809bc5297602EbFc92A439b850720,15333305530923203,0.015333,14628335064898814,True,False
39553,0xb97940e315e811b9C3cB421283674072D6865Ad8,1074922907061438341,1.074923,1025501802055532495,True,False
39581,0xe5b5D89b05fA6a43d73aA2BcF7fC3a469006e656,1010704192623598200,1.010704,964184882428767564,True,False
39674,0xB2CdF8980abf9D521c45dBBf31Ab18500fEDfB9D,200000000000000000,0.200000,190779662785234217,True,False
39675,0x8A2018E7ee9BCda9b4aA789447A6924f4fb676D7,17311438381869562,0.017311,16513351884102178,True,False
39705,0x837908ac8830156C45c2ec453e7E1042D024878A,100617885463255044,0.100618,95976753305949496,True,False
39777,0xC86132211c0Fe25fcB3a5240B8CE05Ec4b61B917,50371080107836884,0.050371,48044917661083075,True,False
39785,0xEED3B8B6a16f25747c5dB467760096821CbDD4cF,62557716542821995,0.062558,59668768943027690,True,False
39860,0x923bF2e7BE5992B3be52878d8532B2A7D02F3e73,209978564873281824,0.209979,200276546164491061,True,False
39984,0xd8045754b0830BD3Fa1739A610e72487A6E66eD6,44846539802191624,0.044847,42771866593848993,True,True
40009,0x68ae58a6a595e344661244a4C93e08523d473Fb8,689121468565647225,0.689121,657241598804613675,True,False
40016,0xaAED9b13C5f25B0409972a910310483a8A7F4C75,201120898931093314,0.201121,191812526900537084,True,False
40036,0x961e29506B37dfaE346fCa651CAe1568E58d996F,202852341914978624,0.202852,193463834425952597,True,False
40120,0x256DE64a1C52A9a039eF7a49f5869ae213cf2551,42466945410764022,0.042467,40499190057328823,True,False
40163,0x3A9ca5244fA15B748E24b4bCe574b61C4EED7732,3035032198150846116,3.035032,2894332813886392593,True,False
40174,0x288Cb385eB52cBF602aeFD4CF42A15d9D6F04Ba7,182961494937719757,0.182961,174475473255578597,True,False
40178,0xEdC2fDCC98b72E6e0406E795E485F1665EC8cfc6,111369595107497446,0.111370,106204110429231054,True,False
40199,0x0e215844C1B0f1fe5863A8545235b6DE33315D28,6111982691976828995,6.111983,5828320811285499597,True,False
40374,0x120e3e0D76E21db42B2812E45630b248FceE8bf8,20010828295159544,0.020011,19079870495855545,True,False
40382,0xb2b077F4c322fF43Ffc69B2944fAA281C7d39Ae6,203483498065553062,0.203483,194016895945959172,True,False
40398,0x3bBFE54bB63a3a2DdB9663269545e172b176Df9e,167857624437732951,0.167858,160048434216419174,True,False
40400,0xa2EECabff17e900C5d317f50A68F1126AB3c94F5,48625004530150669,0.048625,46362837940100723,True,False
40431,0xdd015D767D30A2676bfB3f8F75e0c59Ebb6480Eb,101400590493704726,0.101401,96681037841177410,True,False
40507,0x1e3DAC5758BF58De650Cc13b11dF05Db28eDA089,131897098348775790,0.131897,125754335910770464,True,False
40618,0xc3F2dC160Fb53D67295876551Ee00c2f6396F453,30157902246175821,0.030158,28752065359874797,True,False
40707,0xFE4679Ca8dc01E2E1149f72e79E4afCbA298fC9b,486392677467531254,0.486393,463705304372346949,True,False
40806,0x04B2f53B45096ba3995Ce99A3d72fBb0F84ECb0f,252226298889224421,0.252226,240453612733132234,True,False
40820,0xf94A71E9e44C1B7d61A6ddeDA8A154C57E3b6572,300674644418096387,0.300675,286640627190640297,True,False
40865,0x5c8da780b0a75159ed9dA581513c251fe1257560,30333838227482152,0.030334,28917166324380704,True,False
40886,0x4Da7F6F24C5f59f38Fb590d94a980D845F869926,20022121235436981,0.020022,19087034274729311,True,False
40905,0xfEAF4D8ba2772BC225e6C940F1D002F8460c51bE,101806910925209415,0.101807,97052254123531487,True,True
40964,0x64EFD955050e7E245dE9A16e1a1943e054634dc4,10104806591909691,0.010105,9632650859548605,True,False
40967,0x7fE6D72a32771578EDb08b1467D33ccbB7d82244,28064472232945129,0.028064,26753135759560009,True,False
41105,0x7d56B155f306aa21a071ce691F9AF8B68e24f056,10103550629137910,0.010104,9631453582711773,True,False
41162,0xEb2f2F23a69030d2ED5f671d13daac57c7491509,95416187931994085,0.095416,90955919034839967,True,False
41248,0x92dB23fa60857002eF8d4E62Bc8116ccDAF45534,2034990187528951360,2.034990,1939847208204990116,True,False
41250,0xd8993141BB67BF5469934D64Cf0Eff54Bc9441a5,1997374182903149136,1.997374,1903989884663890575,True,False
41278,0x35a9B2a6BB3c86b972D45e64718c8D5b090f215d,123703789501080178,0.123704,117919221712526680,True,False
41311,0x3fcc9c16365bD848889E4d30315De0e4287222cC,81549477544386395,0.081549,77736106241217827,True,False
41312,0x5487096e24A157607F80D742246466876d3D65bc,272196798902872209,0.272197,259468483614946614,True,False
41318,0xf0027b855081ab588BD958C3BE3B8586D6E444EA,168156913761392334,0.168157,160293653705335403,True,False
41327,0x1D740b928aAeb51ef42A1b87fcd1A5bAc5EC456B,141785281080887786,0.141785,135155196641766012,True,False
41348,0xB9D267038eF8bFCBFeAe93Dc0C6b055472cD32B9,1027833255729074376,1.027833,979751849122947085,True,False
41445,0x982Bb2757978A08c1Eb50E8dDF7dab08213e0b9f,40242312123299580,0.040242,38359148622098446,True,False
41501,0x3B85DFa575f1dd10a566bd1316936225F6E6323e,233057532022793804,0.233058,222147415516964183,True,False
41502,0x804624F6F04E31c5D05BF438FC908ecA02B08d07,293004247001709030,0.293004,279287846404199588,True,False
41594,0xB02920298377225c662f563FCBa29c03b861f9a4,18665110782721717,0.018665,17791264807113149,True,False
41631,0x7d7ea93BcF4C7faF72De9d24c343d27026c57b25,100886868763523666,0.100887,96160899838616661,True,False
41727,0x28349E249b67E301F7A3f171d5CebA3BB4B15964,119181094793103598,0.119181,113595557653735613,True,False
41728,0xe44199654A7C6A5e85890a2E9b9A4d10535deee0,131981077057896603,0.131981,125795656384589224,True,False
41848,0xd3BA9D36a73659489Cc4Be36d36c8AAB964DFfAC,19959237880982199,0.019959,19023384954727797,True,False
41855,0x0b27466eBf9ae0F39ff4c68309E6950d1a22C2AE,51040274624034347,0.051040,48647087537004137,True,False
41865,0xfB72329843eaC2Aa0b5Bb0d018657A2E7B75f73B,30644836673612641,0.030645,29207955153055440,True,False
41924,0x8cFC80a60e0FBaCa0F00b11806C6F49479Ee0CFa,36308304437960268,0.036308,34604820793299368,True,False
41930,0xC9004B446898058Fee23E35C5bE916D8eAda0384,203521944358135602,0.203522,193973266475474707,True,False
42072,0x064bc3C796F85245F8389Ebc1D534e0bC922db7b,20437362299336414,0.020437,19477613208054495,True,False
42087,0x07dbb5DC86Aba43d0bD58A6DB4B28e85ee001c06,1001599729685826157,1.001600,954564088964939232,True,False
42118,0xAc457A73dE7d33b883b9978bF243dD79Bc3102dA,10149648708669637,0.010150,9673015962119331,True,False
42157,0x190Fb5E14cDC678087EbdE40e8d2dC0491c55bD1,56044383627010214,0.056044,53410967928283350,True,False
42342,0x2c8fAEDE0F629B5791942AAb0a23F4b9034c2a1D,203669920981609620,0.203670,194091993409476954,True,False
42428,0x7AEdd98ee44dB49daC0B82208389eF3C4D876218,111745640810075995,0.111746,106488844794183526,True,False
42470,0x08F5E33a5E4f56967722A933cC254D4711ce351E,107051280525147615,0.107051,102013715038685902,True,False
42593,0x0b1452b5BbCfF3bEA82875525c4324CF07D46b96,61049767153406877,0.061050,58174016975532508,True,False
42607,0xf2327b04521589f505c7074C163805843A4bd6Cd,206338742279729753,0.206339,196619152795919693,True,False
42708,0xe62c0Ed7C02fdC5d0CC2767bE7f54EB381C77771,2000389109633645332,2.000389,1906078966823122664,True,False
42869,0x5199d56E61E46163Ba1A6480147a0ba755d011C0,47555887725328832,0.047556,45312642540182818,True,False
42930,0x717A52c6F346169139A5a33aB368b643C1e66e04,103292964180393820,0.103293,98417314445354575,True,False
42955,0x3b995Eed2e16724aC51f80a165310b498e45bBe1,1003011903309528487,1.003012,955654419000653505,True,False
43071,0xC94EAe38811361df707Ca2199f339e0a7EdBCAe0,10167072952133565,0.010167,9686795903181055,True,False
43126,0x2702cA6F4695153eb7C7c6D1A424c37f02e042FF,100000000000000000,0.100000,95275767892958775,True,False
43165,0xECCeEb45d74AfCa226BfA1a3b6FE1bB00923dB29,72424032412041348,0.072424,69002553019617747,True,False
43286,0x5b29858fF33FB83Ef210A3b7A4C49aa6221f3211,10221588012211186,0.010222,9738179740852763,True,False
43336,0xCE4F846B0215cE95A1045C5C33a85349a4add4Ef,20293850943480319,0.020294,19334096412963772,True,True
43352,0x50C91fD6a89093Cb1AF6Dd5Ac067D371D4e554DB,118532012907016744,0.118532,112926293385591824,True,False
43398,0x26D9a965957EAe64ee93f6187bBAe5AE3159b35b,48724036527746157,0.048724,46418731970741356,True,False
43407,0xaB2f2E3ddAf75F51cd0EF4D2Fa0039813522e489,15049823521184814,0.015050,14337763740880108,True,False
43413,0x7bF05F9D788f744C9E4fAdD8AcE46D50AEB7431a,17479453655195041,0.017479,16652439576787787,True,False
43414,0x7bF05F9D788f744C9E4fAdD8AcE46D50AEB7431a,17479453655195041,0.017479,16652439576787787,True,False
43466,0x55bB751f8b13aEA678D974cE18Cc91d8f30b6a35,201609079570103239,0.201609,192064101757292356,True,True
43471,0x8218AC35bfA40F6df3405b449de5d69d00aD287d,106385684921481225,0.106386,101348962347569880,True,False
43532,0x0149F92dfD495C0464A1a39e03E9A1FDa997DAA7,12358010933227811,0.012358,11772662793782441,True,False
43544,0x983C1Bc84cB7cecb707f810E59D0eBE599147eE6,40144000576376357,0.040144,38242544413710686,True,False
43618,0xa7C20B40A4BAFD3Dbbcd7dAb47b34BaCD4445E89,20240758267834517,0.020241,19282036815243452,True,False
43634,0x55Baa4D09bF24f844B166962A2e7ed184663525b,41116002929905621,0.041116,39167595854980824,True,False
43793,0x38Cb72C190E29cacf1c124E669e1618F0286e828,101736646308180259,0.101737,96909281979827449,True,False
43821,0x7251F06E2E128e5B633b5BF46da35b982E0096Fe,29268332460642459,0.029268,27879197373679449,True,False
43860,0x810fBA08F3B0F7f2d8B612db992bC45399B9A9d9,121142692103726051,0.121143,115385654727127894,True,False
43879,0x49a33AC9A2F67e0155552b3718faEe3489c4a384,315788481666640039,0.315788,300781335461754676,True,False
44004,0xDC6730A2370470C50d04fb8d850e4097Fc4CbeD3,100264509583895583,0.100265,95493360617089932,True,False
44016,0x5e337a5840470DeCDb4c118ebe48B5A0134dc58F,51762210850285825,0.051762,49299073895416753,True,False
44054,0xB07Cbc43584536EAdf11888168782b8d67Ca0Fd0,105463674372537219,0.105464,100442814231547495,True,False
44129,0xd7d4A7f14265B0A69AE482b85B0a8496c3F99fb9,10000000000000000,0.010000,9523236440683067,True,True
44148,0x8CeE8a3f66C87a97f7545FB77Ae8B4cf4ba655AB,1523443379935426863,1.523443,1450778761010067651,True,False
44151,0x2b9517E963BBD435e8F0Fa1f58f6b5C51210383b,51091691054074843,0.051092,48654739140014279,True,False
44173,0x14EF28eB917cD13e30C6c7Bf8eA38c8949982DF9,172795886722763019,0.172796,164553934690970855,True,False
44188,0x257e5DEC4a86C58950dD5171f9e3Aa2619E29d32,110518991339193278,0.110519,105247498814136028,True,False
44208,0x4Bad5984257247126d82D69fEF4302cc1B986E2E,10758312310808830,0.010758,10244855115864034,True,False
44292,0xc95d6E45441DeE0ea80A8BC956F745da9Cfa8af6,11566344204226065,0.011566,11014322429871996,True,False
44323,0x7f1e3E906FeC2e2C5BaA1Fb4609ad60A1134a323,255510297725511485,0.255510,243310552036804413,True,False
44333,0x84c2B621D2CFB14EfC785c8E853cdc714503152D,103428150741112604,0.103428,98489809126989670,True,False
44350,0x29C64806744f99b7f9F47E3b113438270c3001B9,120273464827692375,0.120273,114530816891154832,True,False
44413,0x33606Bf4AdbbE1307F04e46B9E1302a7Ff586A95,517207809599207375,0.517208,492512899838262917,True,False
44416,0x0958E4f3da3B45E7f86dbDA9396dBE2436E45219,1035960512476112845,1.035961,986496929566713195,True,False
44431,0xd2723deAB1c17deA5a5f2Fb2e85B57b6B194b059,1020778576088090128,1.020779,972039878886408521,True,False
44480,0x4e5D63Bc98DDC03a2A52199762d158B98777A956,86262477863481102,0.086262,82138557991404068,True,False
44510,0xB6A1cC7b684D5B632e54496BFa0Deb7DE84bEe5B,100339749508551428,0.100340,95541959533949883,True,False
44548,0xF9D566484df09d75c17aFCc12Cd337a2Fb597544,487273269708504589,0.487273,463974080506327675,True,False
44681,0x1ddbef824741DF7d5dc8830D75b0Cd27563E83D8,105340305285584820,0.105340,100295354799432373,True,False
44741,0x70A63599a0464528b443f1f82c8C0a4cE2A118C7,10148232523671832,0.010148,9661592524407075,True,False
44759,0x838Bb5A77AD89B7C621B3FdE8d28dc343E82C647,506371430747469728,0.506371,482085208343548576,True,False
44789,0x948E4a560F0466A27beF190306565cFEF9fc0d7E,33294121621215191,0.033294,31696752554829431,True,False
44814,0xe28b647e925F544E71e71D95f9145e26e583476D,1014919411528107261,1.014919,966226104904982558,True,False
44871,0xa3A2C19F6AC501e3a7793Cac25C006BB14D13c68,159026955100769397,0.159027,151389064505920617,True,True
44881,0x267a78ce51A9FC0331Ad5a39C7c3ce6C517DF3cd,603976594705791465,0.603977,574963219533371020,True,False
44885,0x7411B5437836C973aE6C2854A556d426589093fF,10000000000000000,0.010000,9519627491748195,True,False
44914,0xBD33C1A9f63F69b1bAA93fE51B65e2d6E6053b60,44419879493050024,0.044420,42285356090780222,True,False
44972,0x6d634Db93Bc90bA0d60C7d0d7f0BD411C3ccc7da,10285344577955840,0.010285,9790657396486364,True,False
45030,0x5945424313A1c1b600b06bE75A2faa28F8bd66a5,41133847374442721,0.041134,39154117712783064,True,False
45036,0xF23010f47da99304E106F91F691817a3d216b6f6,30740926166570940,0.030741,29261397086666231,True,False
45043,0x2CDb8Fb6F682f4A091b6632249cA424ecD41B6eA,545930549453768619,0.545931,519655475009083946,True,False
45046,0x5826dbEA62990451A968e0732f4A1D55E60Ab309,793666800890111943,0.793667,755468436100803918,True,False
45080,0x9dC46CA62E56928809E4C512c5e234bC25f47039,153117284126065783,0.153117,145740624968520230,True,False
45091,0xd21ED4f83A0Bb7D517844D11BEf2cE65059Ba03c,168534119835889018,0.168534,160414731057919881,True,False
45115,0x5509628bdF77edCfd33E97FE9fC7A272c4dC8156,509778330833573888,0.509778,485208670585828326,True,False
45116,0x5509628bdF77edCfd33E97FE9fC7A272c4dC8156,539924136619798187,0.539924,513901546419437870,True,False
45118,0x0E6CE0205B1E06FC2581bd4f9e340e8e46B422f1,980698041954944984,0.980698,933431580751970285,True,False
45169,0x7Ae69ed54dfa4523855C8c2b494078B98C8EdD53,2067773035567177720,2.067773,1968025429607801763,True,False
45180,0xeA09e34b3775A1A43f42815B330e36A834110822,4308023131807771219,4.308023,4100191664798802567,True,False
45252,0x596C8fb8eb6f3FF34bc99BEAE21dD124d209c44f,12585005270759985,0.012585,11977816037814307,True,False
45323,0xBCDDce8B0e2C231C920977854BE736810f1Da097,1030041681413503761,1.030042,980296689403115804,True,False
45344,0x0188784853C2CB8D8be3e60d40Ed14259Ffe1898,1047314775430158817,1.047315,996735593950200992,True,False
45381,0x0847aCa886dd64E9d28f1B53cCA9Ed75CE9D88aA,223936134423856523,0.223936,213121328170127900,True,False
45426,0x2d30b71B5Ffc98360E39dD3c6FE3ff363cD95367,102926501997237452,0.102927,97953735318393190,True,False
45568,0xeE587131C24412A69D645b68e45050FB481d182D,40908144444291994,0.040908,38929688325888705,True,False
45647,0xAA8839124617112C20C32AFE06Be56D8f1179561,231222877313775915,0.231223,220039291703629671,True,False
45667,0x12A85455E3ae92Dd6b09C205b818c38672f29b9d,1128800045701896042,1.128800,1074194339234401532,True,False
45725,0xfDFf46b667Cca212488Be0c37f814Dc12592A7BF,48854482641844201,0.048854,46490954394851723,True,False
45789,0x3B1a843bE3d1215848726a03B17466e8D5D98e92,503099861071581903,0.503100,478750741852358338,True,False
45795,0xA62a5C4BED05FefE7Ba7C3d8384ea68707d4361a,133598115466111961,0.133598,127132209405197517,True,False
46126,0xe7E3fc19248357Ca87CF89Bb271fAbeddC6aBB8c,90662476446848820,0.090662,86268584167505464,True,False
46135,0x2Cdf57e5609f665b4aCaAE9A2729bC41495CE08a,1034132079710555658,1.034132,984013605795657093,True,False
46276,0x9FbE17E2E1965301E043f8626a8f5F4df671AbEc,103468327932561193,0.103468,98448723051785977,True,False
46313,0x43Db1C14F750472A14E342e479a90Bc517c80657,10000000000000000,0.010000,9514755733134825,True,False
46376,0x849bFBbbA4C3AEf024181c9ADBe0126db01a443b,164949436391284320,0.164949,156937646438713381,True,False
46397,0x72F70a4853a68a065719F12da02d1B1eba34DeF4,5178830541816516702,5.178831,4927250786052709643,True,False
46417,0x604ac21548967bE210b279321d10db7b716C4c40,50828838282266888,0.050829,48359292033668920,True,False
46450,0x9892CE378591dFEb3D33b29172bCb1CE979A1684,386113303012193232,0.386113,367347831846311689,True,False
46457,0x025FEdc5Cf1f0A2317F991A0D43322F763D1C245,1020820808610210897,1.020821,971207953264219743,True,False
46766,0x83FCB7A7AE82aA5cbBfFCfFC3620aEcfd0c4Ef64,116498093207300496,0.116498,110821368519900553,True,False
46780,0xAC9eA7B84049214407085dE625233a0f539214A9,15876146468443121,0.015876,15102532839953786,True,False
46858,0xAF2A803877a5D188A48a9B856F7d233e4C8e0EF6,49336070374529351,0.049336,46929665449497773,True,False
46880,0x0d26f651450689698fD6c8c708c7E397c96595C5,100840403487850607,0.100840,95921834948581328,True,False
46912,0x2222afDb1C69772004c9e0052Ae50CC05ad4aaaa,2784430606959686554,2.784431,2648568355749427791,True,False
46914,0xb5564A1346c4443651161867C891fddEf4DaB5E9,10046998716603016,0.010047,9556769992593005,True,False
46963,0xE122467C243403f3bDFb180E379B7F07aa4437e4,539352471875381938,0.539352,513026189496226884,True,False
